idContract,branch,client,workerName,idWorker,startDate,endDate,endDateActual,weeklyHours,internalSales,hourlyCost,hourlyPrice,SnapshotDate
"4156","Nord2","Client63","Matteo Colombo","312","2020-06-18","2021-01-28","2021-01-28","1","SalesMarco","16","21","2023-01-01"
"4157","Nord2","Client1","Giulia Bianchi","216","2021-08-23","2021-11-09","2021-11-09","40","SalesGiulia","24","25","2023-01-01"
"4158","Sud2","Client92","Giulia Esposito","415","2022-05-18","","","1","SalesGiulia","16","21","2023-01-01"
"4159","Nord3","Client90","Sara Bianchi","403","2022-06-12","2023-04-08","2023-04-08","10","SalesLuca","20","27","2023-01-01"
"4160","Nord1","Client98","Giulia Russo","494","2021-05-01","2021-08-22","2021-08-22","34","SalesAnna","19","25","2023-01-01"
"4161","Nord1","Client19","Marco Russo","471","2020-03-04","2020-09-10","2020-09-10","1","SalesAnna","27","33","2023-01-01"
"4162","Sud3","Client47","Luca Marino","189","2022-02-02","2022-06-09","2022-04-30","34","SalesElena","25","32","2023-01-01"
"4163","Sud3","Client44","Paolo Romano","444","2022-12-18","2023-02-03","2023-02-03","40","SalesElena","28","33","2023-01-01"
"4164","Nord2","Client78","Francesca Romano","472","2020-08-22","2021-06-14","2021-06-14","10","SalesGiulia","19","28","2023-01-01"
"4165","Nord1","Client48","Davide Ferrari","139","2021-12-25","2022-04-10","2022-03-02","26","SalesAnna","19","20","2023-01-01"
"4166","Nord2","Client89","Paolo Colombo","228","2022-07-01","2023-03-10","2023-03-10","15","SalesGiulia","18","19","2023-01-01"
"4167","Nord3","Client29","Anna Marino","311","2020-08-07","","","40","SalesMario","26","30","2023-01-01"
"4168","Sud3","Client3","Anna Russo","124","2022-12-22","2023-09-27","2023-09-27","1","SalesElena","18","21","2023-01-01"
"4169","Nord1","BigClientA","Francesca Esposito","364","2021-08-02","","","2","SalesAnna","19","22","2023-01-01"
"4170","Nord1","BigClientA","Giulia Ferrari","166","2022-07-23","2022-12-27","2022-12-27","1","SalesAnna","18","21","2023-01-01"
"4171","Sud3","Client27","Sara Esposito","293","2022-03-28","2022-07-17","2022-07-17","40","SalesElena","23","22","2023-01-01"
"4172","Sud3","Client36","Marco Esposito","298","2021-07-27","2021-10-29","2021-10-29","1","SalesMario","25","26","2023-01-01"
"4173","Nord2","Client68","Paolo Bianchi","128","2020-11-26","","","40","SalesGiulia","20","27","2023-01-01"
"4174","Nord3","Client60","Matteo Rossi","110","2022-05-01","2022-11-22","2022-11-22","26","SalesLuca","16","19","2023-01-01"
"4175","Nord3","Client53","Anna Bianchi","346","2021-01-13","2021-06-04","2021-02-05","1","SalesMario","27","31","2023-01-01"
"4176","Nord3","Client4","Paolo Romano","102","2022-05-30","2022-09-10","2022-09-10","2","SalesMario","29","35","2023-01-01"
"4177","Sud2","Client71","Matteo Colombo","250","2020-06-26","2020-08-15","2020-08-15","10","SalesMarco","28","31","2023-01-01"
"4178","Sud2","Client64","Sara Esposito","420","2021-07-16","2021-09-10","2021-09-10","34","SalesMarco","24","28","2023-01-01"
"4179","Sud1","Client15","Paolo Bianchi","101","2021-06-30","2021-12-31","2021-12-09","10","SalesLuigi","28","36","2023-01-01"
"4180","Sud1","Client80","Luca Esposito","491","2022-07-02","2023-06-22","2023-06-22","1","SalesElena","27","28","2023-01-01"
"4181","Sud2","Client60","Davide Romano","218","2021-05-31","2022-01-30","2022-01-30","26","SalesGiulia","21","30","2023-01-01"
"4182","Nord1","BigClientA","Giulia Russo","277","2020-07-22","2021-01-25","2021-01-25","34","SalesPaolo","29","38","2023-01-01"
"4183","Sud3","Client73","Giulia Romano","491","2021-07-03","2021-12-05","2021-12-05","40","SalesElena","26","31","2023-01-01"
"4184","Nord3","Client17","Giulia Ferrari","427","2020-07-27","2020-12-08","2020-12-08","15","SalesLuca","17","20","2023-01-01"
"4185","Nord1","BigClientA","Elena Verdi","174","2022-11-13","2023-01-17","2023-01-17","2","SalesAnna","24","30","2023-01-01"
"4186","Sud2","Client42","Sara Colombo","207","2022-10-07","2023-07-07","2023-07-07","26","SalesMarco","26","34","2023-01-01"
"4187","Sud2","Client34","Sara Ricci","443","2020-02-27","2020-09-26","2020-09-26","10","SalesGiulia","27","28","2023-01-01"
"4188","Nord1","Client13","Francesca Esposito","206","2021-03-03","2021-04-07","2021-04-07","1","SalesPaolo","27","36","2023-01-01"
"4189","Sud2","Client52","Francesca Ricci","352","2021-02-23","2021-10-05","2021-07-11","2","SalesGiulia","18","23","2023-01-01"
"4190","Nord1","Client80","Luca Ricci","100","2020-10-01","2020-11-05","2020-11-05","40","SalesAnna","18","20","2023-01-01"
"4191","Nord1","BigClientB","Sara Ferrari","111","2022-09-16","2023-04-27","2022-10-02","15","SalesPaolo","21","28","2023-01-01"
"4192","Sud2","Client31","Giulia Ferrari","459","2020-08-13","2021-01-19","2020-09-12","10","SalesGiulia","25","30","2023-01-01"
"4193","Nord3","Client2","Matteo Russo","184","2021-07-22","2022-02-13","2021-12-02","26","SalesLuca","23","26","2023-01-01"
"4194","Nord3","Client36","Paolo Marino","409","2022-03-27","","","34","SalesMario","18","26","2023-01-01"
"4195","Sud3","Client66","Francesca Bianchi","359","2021-08-26","2021-11-20","2021-09-17","1","SalesMario","24","21","2023-01-01"
"4196","Sud3","Client61","Elena Esposito","444","2021-07-12","2022-04-11","2022-04-11","40","SalesMario","23","24","2023-01-01"
"4197","Sud3","Client48","Marco Russo","437","2021-05-27","2021-10-18","2021-09-13","40","SalesMario","20","21","2023-01-01"
"4198","Sud1","Client46","Sara Rossi","395","2021-06-05","2022-02-21","2022-02-21","1","SalesLuigi","26","29","2023-01-01"
"4199","Sud2","Client24","Giulia Russo","429","2020-10-13","2021-07-23","2021-07-23","1","SalesMarco","28","25","2023-01-01"
"4200","Sud2","Client51","Luca Russo","120","2022-07-18","","","15","SalesMarco","21","27","2023-01-01"
"4201","Sud3","Client37","Elena Colombo","238","2022-03-30","2023-01-25","2023-01-25","1","SalesElena","27","35","2023-01-01"
"4202","Nord2","Client58","Sara Ferrari","257","2022-08-21","2022-11-29","2022-09-29","26","SalesMarco","17","16","2023-01-01"
"4203","Sud2","Client7","Luca Esposito","289","2021-11-03","","","1","SalesGiulia","24","30","2023-01-01"
"4204","Sud3","Client42","Matteo Bianchi","233","2020-03-19","","","2","SalesElena","16","23","2023-01-01"
"4205","Nord3","Client23","Paolo Russo","312","2022-03-05","2022-12-27","2022-12-27","34","SalesMario","22","24","2023-01-01"
"4206","Sud2","Client91","Francesca Ricci","160","2020-08-13","2021-06-08","2021-01-23","10","SalesMarco","16","15","2023-01-01"
"4207","Sud2","Client64","Giulia Esposito","345","2021-12-28","2022-08-30","2022-08-30","10","SalesGiulia","17","21","2023-01-01"
"4208","Sud1","Client25","Davide Rossi","314","2021-12-05","2022-07-13","2022-07-13","40","SalesElena","24","29","2023-01-01"
"4209","Sud3","Client71","Matteo Bianchi","142","2021-01-07","2022-01-06","2021-11-14","26","SalesElena","29","32","2023-01-01"
"4210","Sud1","Client57","Paolo Rossi","408","2021-09-01","2022-08-28","2022-08-28","40","SalesElena","17","24","2023-01-01"
"4211","Nord3","Client64","Elena Rossi","137","2020-07-05","2021-01-14","2021-01-14","1","SalesLuca","24","27","2023-01-01"
"4212","Nord3","Client33","Matteo Ricci","145","2022-11-15","","","34","SalesLuca","25","27","2023-01-01"
"4213","Sud2","Client30","Sara Ricci","204","2021-07-16","2021-09-17","2021-09-17","26","SalesMarco","21","22","2023-01-01"
"4214","Nord2","Client82","Elena Ricci","356","2022-02-27","2022-07-14","2022-04-20","10","SalesGiulia","25","26","2023-01-01"
"4215","Sud2","Client32","Francesca Romano","419","2022-04-23","2022-07-17","2022-07-17","10","SalesGiulia","16","24","2023-01-01"
"4216","Nord2","Client88","Anna Verdi","369","2022-01-08","2022-05-13","2022-05-13","10","SalesGiulia","17","24","2023-01-01"
"4217","Nord2","Client47","Sara Russo","385","2022-12-28","2023-03-03","2023-02-10","40","SalesGiulia","27","32","2023-01-01"
"4218","Sud3","Client90","Paolo Colombo","122","2022-01-30","2022-08-02","2022-08-02","26","SalesElena","21","24","2023-01-01"
"4219","Sud1","Client41","Luca Esposito","149","2020-12-02","","","10","SalesLuigi","16","17","2023-01-01"
"4220","Sud1","Client73","Anna Ricci","120","2022-01-19","2022-12-27","2022-12-27","40","SalesElena","16","23","2023-01-01"
"4221","Nord1","BigClientA","Matteo Marino","102","2020-04-12","","","40","SalesPaolo","18","19","2023-01-01"
"4222","Nord2","Client40","Marco Esposito","297","2021-10-31","2022-02-18","2022-02-18","10","SalesGiulia","17","16","2023-01-01"
"4223","Nord2","Client77","Anna Marino","319","2021-03-09","2021-06-16","2021-06-16","26","SalesMarco","16","14","2023-01-01"
"4224","Nord2","Client2","Elena Romano","476","2020-09-11","2021-04-11","2021-04-11","10","SalesMarco","23","30","2023-01-01"
"4225","Sud1","Client84","Sara Marino","325","2020-10-07","2021-08-20","2021-07-24","34","SalesElena","20","23","2023-01-01"
"4226","Sud1","Client59","Giulia Marino","190","2021-06-26","","","34","SalesLuigi","17","18","2023-01-01"
"4227","Nord1","BigClientA","Sara Colombo","195","2021-05-22","2021-08-06","2021-08-06","34","SalesPaolo","15","17","2023-01-01"
"4228","Sud3","Client46","Matteo Bianchi","348","2020-05-15","2020-10-23","2020-10-23","34","SalesElena","20","21","2023-01-01"
"4229","Sud3","Client20","Marco Russo","288","2020-05-29","2021-01-17","2021-01-17","40","SalesMario","17","16","2023-01-01"
"4230","Sud2","Client15","Marco Marino","498","2021-03-16","2021-10-06","2021-10-06","2","SalesMarco","27","29","2023-01-01"
"4231","Sud2","Client96","Matteo Rossi","180","2021-09-11","2021-11-10","2021-11-10","10","SalesGiulia","17","21","2023-01-01"
"4232","Sud3","Client6","Sara Russo","216","2022-02-03","2022-11-05","2022-11-05","10","SalesMario","19","28","2023-01-01"
"4233","Sud3","Client60","Luca Rossi","372","2021-01-25","2021-04-02","2021-04-02","10","SalesMario","18","26","2023-01-01"
"4234","Sud1","Client55","Sara Ricci","235","2022-06-02","2022-07-21","2022-06-10","1","SalesElena","17","24","2023-01-01"
"4235","Nord1","Client22","Matteo Verdi","201","2021-04-01","","","26","SalesAnna","21","24","2023-01-01"
"4236","Sud3","Client90","Davide Russo","127","2020-06-10","","","2","SalesElena","15","24","2023-01-01"
"4237","Sud2","Client24","Francesca Esposito","167","2022-05-09","2022-08-12","2022-08-12","26","SalesMarco","28","36","2023-01-01"
"4238","Sud2","Client67","Luca Romano","371","2020-08-25","2021-07-09","2021-07-09","10","SalesGiulia","22","31","2023-01-01"
"4239","Sud3","Client56","Marco Verdi","270","2021-10-23","2022-01-02","2022-01-02","2","SalesElena","20","25","2023-01-01"
"4240","Sud3","Client23","Paolo Colombo","335","2020-10-05","2021-08-29","2020-10-16","2","SalesElena","21","17","2023-01-01"
"4241","Nord1","Client12","Luca Ricci","403","2022-12-28","2023-03-18","2023-02-11","34","SalesAnna","16","22","2023-01-01"
"4242","Sud3","Client46","Elena Verdi","150","2021-01-13","2021-04-24","2021-04-24","10","SalesMario","18","20","2023-01-01"
"4243","Sud3","Client73","Giulia Verdi","428","2021-08-19","","","2","SalesElena","18","26","2023-01-01"
"4244","Nord1","Client26","Davide Marino","186","2020-05-14","2020-09-07","2020-09-07","2","SalesPaolo","29","32","2023-01-01"
"4245","Sud1","Client98","Davide Ferrari","333","2020-05-30","2020-10-06","2020-10-06","2","SalesElena","24","33","2023-01-01"
"4246","Sud3","Client54","Elena Russo","448","2022-08-12","2022-12-18","2022-12-18","2","SalesMario","16","21","2023-01-01"
"4247","Sud2","Client84","Giulia Romano","492","2021-05-26","2021-07-14","2021-07-14","1","SalesMarco","17","21","2023-01-01"
"4248","Nord3","Client28","Luca Ferrari","277","2021-01-08","2021-04-25","2021-01-27","15","SalesLuca","27","33","2023-01-01"
"4249","Nord1","Client25","Sara Ferrari","172","2022-02-19","2022-11-21","2022-11-21","15","SalesPaolo","19","26","2023-01-01"
"4250","Sud1","Client59","Giulia Russo","350","2021-01-03","2021-04-16","2021-01-19","26","SalesLuigi","21","24","2023-01-01"
"4251","Sud3","Client26","Paolo Esposito","322","2021-03-26","","","1","SalesElena","28","35","2023-01-01"
"4252","Sud3","Client69","Francesca Esposito","497","2020-06-10","2020-12-30","2020-12-30","15","SalesElena","23","29","2023-01-01"
"4253","Sud3","Client88","Paolo Marino","421","2020-05-13","2020-06-17","2020-05-19","15","SalesMario","26","28","2023-01-01"
"4254","Nord3","Client77","Marco Rossi","453","2022-06-21","2022-10-21","2022-10-21","40","SalesLuca","16","20","2023-01-01"
"4255","Nord3","Client27","Luca Verdi","292","2021-07-20","2022-02-23","2022-02-23","26","SalesMario","25","28","2023-01-01"
"4256","Nord1","Client74","Marco Russo","355","2022-05-06","2023-03-02","2023-03-02","34","SalesPaolo","28","37","2023-01-01"
"4257","Sud1","Client50","Sara Ricci","216","2022-04-01","2022-10-15","2022-10-15","34","SalesLuigi","18","22","2023-01-01"
"4258","Nord1","BigClientA","Francesca Romano","101","2022-07-10","2022-09-04","2022-08-28","2","SalesPaolo","29","33","2023-01-01"
"4259","Sud1","Client55","Anna Romano","167","2021-07-04","2022-02-25","2021-09-23","34","SalesLuigi","27","29","2023-01-01"
"4260","Sud1","Client77","Giulia Ricci","232","2021-06-11","2022-05-09","2022-05-09","34","SalesLuigi","24","30","2023-01-01"
"4261","Nord3","Client72","Sara Ferrari","170","2020-01-24","2020-12-03","2020-04-24","40","SalesMario","29","30","2023-01-01"
"4262","Nord3","Client96","Sara Verdi","386","2022-12-27","2023-06-26","2023-06-26","10","SalesMario","20","29","2023-01-01"
"4263","Nord3","Client33","Sara Romano","254","2021-04-12","2022-02-05","2022-02-05","2","SalesLuca","23","31","2023-01-01"
"4264","Sud1","Client61","Matteo Bianchi","376","2020-08-16","2020-12-08","2020-12-08","34","SalesElena","26","27","2023-01-01"
"4265","Nord2","Client40","Anna Ricci","359","2020-03-12","2021-03-02","2021-03-02","15","SalesGiulia","15","17","2023-01-01"
"4266","Nord3","Client70","Paolo Romano","216","2021-09-01","2022-06-26","2021-11-24","34","SalesLuca","25","33","2023-01-01"
"4267","Sud1","Client9","Davide Bianchi","379","2021-02-24","","","2","SalesLuigi","24","20","2023-01-01"
"4268","Nord2","Client1","Sara Ferrari","271","2020-08-03","2021-06-15","2021-06-15","2","SalesMarco","27","36","2023-01-01"
"4269","Nord3","Client46","Luca Russo","327","2022-09-07","2023-03-08","2023-03-08","1","SalesLuca","22","29","2023-01-01"
"4270","Sud2","Client13","Paolo Romano","372","2020-09-17","2020-11-20","2020-11-20","15","SalesGiulia","29","28","2023-01-01"
"4271","Sud2","Client87","Sara Ferrari","227","2021-10-05","2022-09-18","2022-09-18","26","SalesGiulia","23","24","2023-01-01"
"4272","Sud2","Client73","Marco Ferrari","111","2021-07-30","2022-03-16","2021-11-13","10","SalesGiulia","26","35","2023-01-01"
"4273","Nord3","Client60","Davide Verdi","480","2021-12-10","2022-04-21","2022-04-21","2","SalesMario","16","19","2023-01-01"
"4274","Sud3","Client40","Giulia Esposito","307","2022-09-23","2023-07-12","2023-06-16","2","SalesMario","22","19","2023-01-01"
"4275","Sud2","Client12","Anna Ricci","225","2021-10-26","","","34","SalesGiulia","29","26","2023-01-01"
"4276","Nord1","Client6","Luca Esposito","454","2022-11-08","2023-03-20","2023-03-20","26","SalesPaolo","17","21","2023-01-01"
"4277","Sud3","Client88","Davide Colombo","494","2021-02-28","2021-06-03","2021-06-03","15","SalesElena","22","31","2023-01-01"
"4278","Nord2","Client47","Elena Colombo","222","2022-02-13","2022-12-09","2022-12-09","26","SalesMarco","25","28","2023-01-01"
"4279","Sud2","Client82","Davide Russo","146","2022-11-20","2023-10-25","2023-10-25","26","SalesGiulia","21","28","2023-01-01"
"4280","Sud3","Client43","Elena Ricci","105","2021-11-01","2022-03-17","2022-03-17","26","SalesElena","20","21","2023-01-01"
"4281","Sud3","Client29","Anna Russo","262","2020-09-20","2021-04-28","2021-04-28","2","SalesMario","25","27","2023-01-01"
"4282","Sud1","Client34","Paolo Romano","406","2020-12-31","2021-07-02","2021-07-02","10","SalesLuigi","15","18","2023-01-01"
"4283","Nord2","Client9","Marco Colombo","499","2020-01-27","2021-01-06","2021-01-06","2","SalesMarco","27","28","2023-01-01"
"4284","Sud1","Client8","Sara Ricci","336","2020-06-28","2021-01-23","2021-01-23","1","SalesLuigi","15","23","2023-01-01"
"4285","Sud3","Client59","Marco Esposito","146","2020-02-15","2020-10-25","2020-10-25","15","SalesElena","16","20","2023-01-01"
"4286","Nord3","Client72","Matteo Russo","414","2021-10-02","2022-07-29","2022-07-29","34","SalesLuca","15","17","2023-01-01"
"4287","Sud2","Client75","Giulia Bianchi","115","2021-04-26","2021-07-23","2021-07-23","15","SalesGiulia","17","19","2023-01-01"
"4288","Sud3","Client96","Marco Bianchi","278","2022-03-03","","","1","SalesElena","27","32","2023-01-01"
"4289","Sud2","Client55","Matteo Rossi","412","2022-04-25","2022-11-10","2022-11-10","26","SalesGiulia","24","25","2023-01-01"
"4290","Nord3","Client26","Anna Russo","443","2022-03-02","2022-11-05","2022-11-05","26","SalesLuca","28","35","2023-01-01"
"4291","Sud3","Client96","Davide Romano","422","2022-08-29","2023-07-24","2023-07-24","34","SalesMario","15","20","2023-01-01"
"4292","Nord3","Client17","Matteo Romano","124","2021-11-27","2022-09-23","2022-09-23","40","SalesMario","23","30","2023-01-01"
"4293","Nord3","Client61","Luca Romano","151","2020-03-14","2020-10-15","2020-10-15","40","SalesMario","22","25","2023-01-01"
"4294","Sud1","Client67","Luca Bianchi","386","2020-01-04","2020-07-18","2020-01-19","2","SalesElena","24","30","2023-01-01"
"4295","Nord3","Client24","Francesca Esposito","150","2021-01-16","","","26","SalesMario","26","29","2023-01-01"
"4296","Nord3","Client71","Marco Rossi","120","2022-06-25","2022-12-24","2022-10-07","40","SalesMario","19","24","2023-01-01"
"4297","Nord2","Client47","Sara Verdi","148","2022-12-10","","","1","SalesMarco","23","27","2023-01-01"
"4298","Sud1","Client85","Matteo Bianchi","267","2021-09-14","2022-05-08","2021-09-16","26","SalesLuigi","18","25","2023-01-01"
"4299","Sud2","Client74","Anna Russo","213","2020-11-11","2021-01-05","2021-01-05","26","SalesGiulia","17","21","2023-01-01"
"4300","Sud3","Client21","Marco Verdi","316","2020-01-06","2020-05-28","2020-05-28","10","SalesElena","25","24","2023-01-01"
"4301","Sud3","Client3","Davide Verdi","199","2020-06-04","2020-08-27","2020-08-27","1","SalesMario","25","26","2023-01-01"
"4302","Sud1","Client49","Sara Esposito","398","2021-06-28","2021-09-10","2021-09-10","10","SalesElena","19","16","2023-01-01"
"4303","Sud3","Client77","Davide Rossi","384","2021-09-17","2021-12-14","2021-12-14","1","SalesMario","20","21","2023-01-01"
"4304","Nord2","Client76","Elena Russo","446","2020-05-17","2021-01-09","2020-11-25","1","SalesGiulia","19","26","2023-01-01"
"4305","Sud2","Client69","Francesca Rossi","104","2021-09-22","","","26","SalesMarco","17","18","2023-01-01"
"4306","Sud1","Client24","Davide Romano","178","2020-02-06","","","10","SalesElena","20","21","2023-01-01"
"4307","Sud1","Client19","Davide Romano","287","2021-08-15","2021-09-15","2021-09-15","26","SalesElena","27","35","2023-01-01"
"4308","Sud1","Client95","Francesca Colombo","477","2022-01-24","2023-01-22","2022-08-31","15","SalesElena","19","21","2023-01-01"
"4309","Sud1","Client36","Marco Marino","137","2020-12-07","2021-01-08","2021-01-08","34","SalesLuigi","28","27","2023-01-01"
"4310","Sud2","Client36","Marco Esposito","112","2020-08-23","2020-10-08","2020-10-08","10","SalesGiulia","19","23","2023-01-01"
"4311","Sud2","Client41","Marco Verdi","481","2020-02-08","2020-12-20","2020-07-17","10","SalesMarco","15","17","2023-01-01"
"4312","Sud1","Client74","Anna Marino","136","2021-11-14","2022-07-29","2021-11-28","26","SalesLuigi","22","28","2023-01-01"
"4313","Nord1","BigClientB","Francesca Ferrari","359","2021-06-06","2022-05-11","2021-07-25","2","SalesAnna","20","24","2023-01-01"
"4314","Sud1","Client66","Anna Romano","101","2020-12-04","2021-07-21","2021-07-21","40","SalesLuigi","19","20","2023-01-01"
"4315","Nord1","Client2","Anna Bianchi","147","2021-05-01","2021-08-01","2021-08-01","1","SalesAnna","15","23","2023-01-01"
"4316","Nord1","BigClientB","Matteo Esposito","263","2020-08-07","2021-04-27","2021-04-27","26","SalesPaolo","25","34","2023-01-01"
"4317","Sud3","Client11","Sara Ferrari","254","2020-11-15","2021-03-16","2021-03-16","34","SalesMario","17","22","2023-01-01"
"4318","Nord2","Client49","Francesca Rossi","447","2022-05-29","2023-05-12","2023-05-12","10","SalesMarco","17","26","2023-01-01"
"4319","Nord2","Client30","Giulia Romano","455","2021-08-24","2021-10-30","2021-10-30","26","SalesMarco","28","31","2023-01-01"
"4320","Nord1","BigClientB","Giulia Romano","347","2021-02-16","2022-01-11","2021-07-22","40","SalesPaolo","19","22","2023-01-01"
"4321","Sud1","Client7","Francesca Marino","255","2020-01-29","2020-04-25","2020-03-10","34","SalesLuigi","22","27","2023-01-01"
"4322","Sud1","Client8","Elena Rossi","187","2022-01-03","2022-12-28","2022-12-28","34","SalesElena","22","31","2023-01-01"
"4323","Nord1","Client63","Marco Esposito","106","2021-07-15","2022-07-05","2021-11-06","1","SalesAnna","17","16","2023-01-01"
"4324","Sud1","Client60","Sara Verdi","199","2022-06-13","2022-07-29","2022-07-29","40","SalesLuigi","18","24","2023-01-01"
"4325","Nord1","Client83","Matteo Rossi","164","2021-09-07","2022-05-18","2021-10-03","34","SalesAnna","24","27","2023-01-01"
"4326","Nord2","Client58","Paolo Colombo","203","2022-08-15","2022-12-05","2022-11-01","15","SalesMarco","27","33","2023-01-01"
"4327","Sud2","Client61","Paolo Rossi","490","2021-09-17","2021-12-19","2021-11-07","2","SalesMarco","24","26","2023-01-01"
"4328","Nord1","BigClientB","Elena Esposito","217","2021-02-15","2021-04-21","2021-04-21","34","SalesPaolo","18","24","2023-01-01"
"4329","Sud2","Client11","Giulia Rossi","161","2021-04-01","2022-02-27","2021-05-06","1","SalesMarco","26","27","2023-01-01"
"4330","Sud3","Client32","Matteo Romano","228","2020-12-23","2021-06-26","2021-03-14","34","SalesElena","26","31","2023-01-01"
"4331","Nord2","Client71","Davide Russo","290","2022-01-27","2022-09-04","2022-09-04","34","SalesMarco","15","21","2023-01-01"
"4332","Sud2","Client69","Matteo Bianchi","349","2021-11-03","","","40","SalesGiulia","18","26","2023-01-01"
"4333","Sud2","Client12","Elena Esposito","215","2021-09-22","","","40","SalesGiulia","17","25","2023-01-01"
"4334","Sud1","Client78","Luca Russo","484","2022-03-01","2022-12-18","2022-12-18","1","SalesElena","20","22","2023-01-01"
"4335","Nord3","Client61","Davide Esposito","308","2021-12-17","2022-05-20","2022-05-20","1","SalesMario","25","32","2023-01-01"
"4336","Nord1","Client66","Davide Esposito","210","2021-10-02","2022-06-30","2022-06-30","34","SalesPaolo","27","35","2023-01-01"
"4337","Nord1","Client29","Davide Romano","116","2022-02-25","2022-08-29","2022-08-29","2","SalesAnna","29","34","2023-01-01"
"4338","Sud1","Client93","Giulia Ricci","419","2020-10-13","2020-12-23","2020-12-23","1","SalesElena","24","26","2023-01-01"
"4339","Sud3","Client23","Matteo Ferrari","324","2020-07-01","2021-02-22","2021-02-22","40","SalesMario","23","20","2023-01-01"
"4340","Nord1","Client93","Marco Marino","391","2021-09-16","2021-12-04","2021-11-29","26","SalesAnna","26","30","2023-01-01"
"4341","Nord1","BigClientA","Anna Marino","294","2021-03-02","2022-02-18","2022-02-18","40","SalesAnna","26","33","2023-01-01"
"4342","Nord1","Client23","Francesca Ricci","417","2022-11-14","","","34","SalesPaolo","26","25","2023-01-01"
"4343","Nord2","Client12","Anna Esposito","117","2021-05-18","2021-10-15","2021-08-11","2","SalesGiulia","17","21","2023-01-01"
"4344","Nord1","Client49","Paolo Rossi","345","2021-07-18","2022-07-10","2022-07-10","40","SalesAnna","21","27","2023-01-01"
"4345","Sud2","Client89","Sara Ricci","351","2020-08-06","2021-03-22","2021-02-09","40","SalesGiulia","23","25","2023-01-01"
"4346","Nord3","Client12","Giulia Verdi","477","2021-11-16","2022-06-22","2022-06-22","40","SalesMario","25","29","2023-01-01"
"4347","Nord3","Client28","Francesca Colombo","401","2020-07-21","2021-01-20","2021-01-20","15","SalesLuca","25","31","2023-01-01"
"4348","Nord1","BigClientA","Matteo Esposito","449","2020-10-04","2021-06-19","2021-06-19","2","SalesAnna","15","19","2023-01-01"
"4349","Sud2","Client39","Francesca Esposito","468","2022-08-31","2023-01-06","2023-01-06","15","SalesGiulia","16","20","2023-01-01"
"4350","Sud2","Client93","Davide Ricci","384","2022-08-01","2023-02-26","2023-02-20","34","SalesMarco","24","25","2023-01-01"
"4351","Sud2","Client35","Davide Ricci","345","2020-09-07","2020-11-12","2020-10-05","34","SalesGiulia","17","26","2023-01-01"
"4352","Sud1","Client27","Marco Ferrari","415","2020-08-14","2021-01-12","2021-01-12","1","SalesElena","26","27","2023-01-01"
"4353","Nord2","Client92","Paolo Russo","345","2020-04-06","2021-03-29","2021-03-29","26","SalesMarco","18","26","2023-01-01"
"4354","Nord1","Client97","Elena Marino","401","2021-02-26","2022-01-15","2022-01-15","10","SalesPaolo","27","36","2023-01-01"
"4355","Sud3","Client42","Sara Ricci","139","2022-01-12","2022-03-14","2022-01-15","40","SalesMario","15","24","2023-01-01"
"4356","Sud1","Client29","Sara Rossi","117","2021-12-01","","","40","SalesElena","26","34","2023-01-01"
"4357","Sud3","Client13","Marco Bianchi","332","2022-05-27","2022-10-11","2022-08-30","34","SalesMario","19","24","2023-01-01"
"4358","Nord2","Client42","Sara Russo","217","2022-11-20","2023-07-15","2023-07-15","34","SalesMarco","23","31","2023-01-01"
"4359","Nord1","Client62","Marco Colombo","268","2021-06-15","2022-03-05","2022-03-05","40","SalesAnna","23","27","2023-01-01"
"4360","Nord1","BigClientA","Davide Verdi","316","2021-11-20","2022-05-02","2022-05-02","26","SalesPaolo","27","36","2023-01-01"
"4361","Nord1","BigClientA","Paolo Ricci","397","2022-12-07","2023-04-14","2023-01-29","10","SalesAnna","23","32","2023-01-01"
"4362","Nord1","Client84","Marco Marino","404","2021-06-24","2021-09-02","2021-09-02","34","SalesPaolo","15","16","2023-01-01"
"4363","Nord3","Client54","Luca Ricci","275","2022-07-27","2023-01-15","2023-01-15","40","SalesMario","23","28","2023-01-01"
"4364","Nord3","Client96","Giulia Russo","362","2020-06-21","2021-03-28","2021-03-28","40","SalesLuca","23","32","2023-01-01"
"4365","Nord3","Client55","Luca Colombo","441","2022-09-18","2023-07-28","2023-07-28","15","SalesMario","23","24","2023-01-01"
"4366","Nord1","Client36","Giulia Bianchi","252","2022-02-07","2023-01-12","2023-01-12","34","SalesAnna","28","30","2023-01-01"
"4367","Nord2","Client48","Matteo Verdi","183","2021-02-27","2021-09-15","2021-09-15","2","SalesMarco","23","28","2023-01-01"
"4368","Sud3","Client73","Marco Romano","186","2021-07-02","","","34","SalesMario","16","25","2023-01-01"
"4369","Nord1","Client11","Luca Bianchi","426","2022-03-26","2022-09-26","2022-09-26","15","SalesAnna","29","33","2023-01-01"
"4370","Nord3","Client29","Elena Ricci","139","2020-06-17","2020-07-31","2020-07-31","26","SalesLuca","17","20","2023-01-01"
"4371","Sud3","Client64","Anna Russo","100","2022-04-20","2022-10-31","2022-10-31","34","SalesElena","17","26","2023-01-01"
"4372","Nord1","Client51","Giulia Romano","248","2022-06-23","2022-09-19","2022-09-12","1","SalesPaolo","26","27","2023-01-01"
"4373","Nord3","Client69","Anna Marino","297","2021-08-30","2022-03-27","2022-03-27","34","SalesLuca","15","22","2023-01-01"
